text,sentiment,words
taste terrible way strong,-1,"['tast', 'terribl', 'way', 'strong']"
make best baby food,1,"['make', 'best', 'babi', 'food']"
standard,-1,['standard']
standard,-1,['standard']
product,1,['product']
best tea ever,1,"['best', 'tea', 'ever']"
absolutely delicious,1,"['absolut', 'delici']"
true classic custard authentic yummy english trifle,1,"['true', 'classic', 'custard', 'authent', 'yummi', 'english', 'trifl']"
love,1,['love']
convenience low cost,1,"['conveni', 'low', 'cost']"
little sweet,-1,"['littl', 'sweet']"
best mint,1,"['best', 'mint']"
great price quality caviar,1,"['great', 'price', 'qualiti', 'caviar']"
sweet nice kick,1,"['sweet', 'nice', 'kick']"
disappointing,-1,['disappoint']
great snack,1,"['great', 'snack']"
money,1,['money']
delicious imo helps weight loss,1,"['delici', 'imo', 'help', 'weight', 'loss']"
expired stock,-1,"['expir', 'stock']"
absolutely love,1,"['absolut', 'love']"
mmmmmmmsooo,1,['mmmmmmmsooo']
best,1,['best']
lots twizzlers expect,1,"['lot', 'twizzler', 'expect']"
tasty easy make,1,"['tasti', 'easi', 'make']"
sooo tasty,1,"['sooo', 'tasti']"
cute cute cute,1,"['cute', 'cute', 'cute']"
far favorite,1,"['far', 'favorit']"
fan,1,['fan']
yummy,1,['yummi']
eat without feeling guilty,1,"['eat', 'without', 'feel', 'guilti']"
excellent thaiflavored,1,"['excel', 'thaiflavor']"
babys favorite dinner,1,"['babi', 'favorit', 'dinner']"
love salsa,1,"['love', 'salsa']"
best energy shot ever tasted,1,"['best', 'energi', 'shot', 'ever', 'tast']"
rave review rolled oats,1,"['rave', 'review', 'roll', 'oat']"
flavor getting better energy great,1,"['flavor', 'get', 'better', 'energi', 'great']"
great,1,['great']
ships apo,1,"['ship', 'apo']"
happened,-1,['happen']
absolutely awesome,1,"['absolut', 'awesom']"
nothing special,-1,"['noth', 'special']"
artificial flavor,-1,"['artifici', 'flavor']"
great calorie cutter,1,"['great', 'calori', 'cutter']"
excellent,1,['excel']
small,1,['small']
bacon supposed,1,"['bacon', 'suppos']"
delicious always,1,"['delici', 'alway']"
berry flavor,1,"['berri', 'flavor']"
zesty spiced,1,"['zesti', 'spice']"
unique schrumshist tasty tortilla,1,"['uniqu', 'schrumshist', 'tasti', 'tortilla']"
 lives daily essentials  pound bag cat food food price,1,"['live', 'daili', 'essenti', 'pound', 'bag', 'cat', 'food', 'food', 'price']"
great bars glutenfree diets,1,"['great', 'bar', 'glutenfre', 'diet']"
like tiny light flavored peanut halves,1,"['like', 'tini', 'light', 'flavor', 'peanut', 'halv']"
lifesaver,1,['lifesav']
awful,-1,['aw']
makes quicktasty martini,1,"['make', 'quicktasti', 'martini']"
wish bone fat free ranch dressing,1,"['wish', 'bone', 'fat', 'free', 'ranch', 'dress']"
best twice baked potatoes youll ever,1,"['best', 'twice', 'bake', 'potato', 'youll', 'ever']"
morton sea salt,1,"['morton', 'sea', 'salt']"
mostly dry,-1,"['most', 'dri']"
great,1,['great']
disgusting,-1,['disgust']
avoid like plaguecontains product killing honeybees,-1,"['avoid', 'like', 'plaguecontain', 'product', 'kill', 'honeybe']"
great fat cats senior citizens,1,"['great', 'fat', 'cat', 'senior', 'citizen']"
different flavor,1,"['differ', 'flavor']"
tea okay teabag isnt,-1,"['tea', 'okay', 'teabag', 'isnt']"
health,1,['health']
huge fan,1,"['huge', 'fan']"
great,1,['great']
one best sweet hot sauces,1,"['one', 'best', 'sweet', 'hot', 'sauc']"
love pop,1,"['love', 'pop']"
great product,1,"['great', 'product']"
tangy,-1,['tangi']
needs bigger splash,-1,"['need', 'bigger', 'splash']"
banana runts,-1,"['banana', 'runt']"
great dog food,1,"['great', 'dog', 'food']"
fresh fruit dark chocolate,1,"['fresh', 'fruit', 'dark', 'chocol']"
best,1,['best']
great healthy snack,1,"['great', 'healthi', 'snack']"
best ever,1,"['best', 'ever']"
perfect tortilla goodness,1,"['perfect', 'tortilla', 'good']"
tea review,1,"['tea', 'review']"
used favorite,-1,"['use', 'favorit']"
kleri tea works great,1,"['kleri', 'tea', 'work', 'great']"
great great flavor,1,"['great', 'great', 'flavor']"
stale rancid oil taste like even tiniest bit salt flavor,-1,"['stale', 'rancid', 'oil', 'tast', 'like', 'even', 'tiniest', 'bit', 'salt', 'flavor']"
popchips,1,['popchip']
oooh yummy,1,"['oooh', 'yummi']"
delicious product,1,"['delici', 'product']"
confused,-1,['confus']
,-1,[]
like gamble buying st pattys dried fruit basket crapshoot,-1,"['like', 'gambl', 'buy', 'st', 'patti', 'dri', 'fruit', 'basket', 'crapshoot']"
msg ham base,-1,"['msg', 'ham', 'base']"
great taste health benefits,1,"['great', 'tast', 'health', 'benefit']"
ketchup powdery coating excessive overdone gritty,-1,"['ketchup', 'powderi', 'coat', 'excess', 'overdon', 'gritti']"
baby loves plastic,-1,"['babi', 'love', 'plastic']"
super delicious,1,"['super', 'delici']"
dont get order,-1,"['dont', 'get', 'order']"
makes excellent biryani,1,"['make', 'excel', 'biryani']"
caution kettle addictive,1,"['caution', 'kettl', 'addict']"
next time wont order variety pack,1,"['next', 'time', 'wont', 'order', 'varieti', 'pack']"
laxative,-1,['laxat']
guests love,1,"['guest', 'love']"
crunchy spicy,1,"['crunchi', 'spici']"
love,1,['love']
yummy,1,['yummi']
popchips,1,['popchip']
quality delivered time human edible,1,"['qualiti', 'deliv', 'time', 'human', 'edibl']"
get salt pepper box instead,-1,"['get', 'salt', 'pepper', 'box', 'instead']"
flavor authentic,-1,"['flavor', 'authent']"
tasten tea,1,"['tasten', 'tea']"
detailed reply company infant feeding dhaara,1,"['detail', 'repli', 'compani', 'infant', 'feed', 'dhaara']"
excellent tortilla,1,"['excel', 'tortilla']"
edible,-1,['edibl']
best sweets,1,"['best', 'sweet']"
service,1,['servic']
god love cookies,1,"['god', 'love', 'cooki']"
stale beware buying special,-1,"['stale', 'bewar', 'buy', 'special']"
delicious,1,['delici']
great taste healthy cereal,1,"['great', 'tast', 'healthi', 'cereal']"
best widely available bbq,1,"['best', 'wide', 'avail', 'bbq']"
pop great,1,"['pop', 'great']"
 stars price taste,1,"['star', 'price', 'tast']"
great taste,1,"['great', 'tast']"
great,1,['great']
low calorie tasty snack,1,"['low', 'calori', 'tasti', 'snack']"
yummy treats,1,"['yummi', 'treat']"
simple convenient,1,"['simpl', 'conveni']"
swedish pearl belgian pearl,1,"['swedish', 'pearl', 'belgian', 'pearl']"
  decafdisapointed,-1,['decafdisapoint']
real tea,-1,"['real', 'tea']"
strawberry twizzlers yummy,1,"['strawberri', 'twizzler', 'yummi']"
buble gun cigarsreal cigars might tasted better,-1,"['bubl', 'gun', 'cigarsr', 'cigar', 'might', 'tast', 'better']"
g rock,1,"['g', 'rock']"
superior product gmo free,1,"['superior', 'product', 'gmo', 'free']"
best tea,1,"['best', 'tea']"
beautiful presentation pretty tea,1,"['beauti', 'present', 'pretti', 'tea']"
best kettle,1,"['best', 'kettl']"
perfect size,1,"['perfect', 'size']"
worth cost due unique flavor favorite sugar,1,"['worth', 'cost', 'due', 'uniqu', 'flavor', 'favorit', 'sugar']"
best around,1,"['best', 'around']"
rocket bottle,1,"['rocket', 'bottl']"
break easily,-1,"['break', 'easili']"
k,-1,['k']
love fresh food feeder,1,"['love', 'fresh', 'food', 'feeder']"
toss   jars,-1,"['toss', 'jar']"
excellent,1,['excel']
quite,1,['quit']
pop chipslove,1,"['pop', 'chipslov']"
best instant oatmeals,1,"['best', 'instant', 'oatmeal']"
om nom nom nom,1,"['om', 'nom', 'nom', 'nom']"
awful,-1,['aw']
curry paste,1,"['curri', 'past']"
dirty martini olive juice,1,"['dirti', 'martini', 'oliv', 'juic']"
quick easy delicious,1,"['quick', 'easi', 'delici']"
love,1,['love']
great low sodium,1,"['great', 'low', 'sodium']"
best ever,1,"['best', 'ever']"
best hot sauce around,1,"['best', 'hot', 'sauc', 'around']"
yum,1,['yum']
simple,1,['simpl']
bad,1,['bad']
dissapointed,-1,['dissapoint']
perfect work,1,"['perfect', 'work']"
noodles,-1,['noodl']
stonewall pancake waffle mix,1,"['stonewal', 'pancak', 'waffl', 'mix']"
sure dont taste like ketchup,-1,"['sure', 'dont', 'tast', 'like', 'ketchup']"
miracle,1,['miracl']
crunch light taste,1,"['crunch', 'light', 'tast']"
hot breakfast,1,"['hot', 'breakfast']"
best tea ever freah bright clean,1,"['best', 'tea', 'ever', 'freah', 'bright', 'clean']"
yum,1,['yum']
waste money,-1,"['wast', 'money']"
applesauce spice cake,1,"['applesauc', 'spice', 'cake']"
bring back right cereal,1,"['bring', 'back', 'right', 'cereal']"
valentine gift winner,1,"['valentin', 'gift', 'winner']"
give watermelon citron sea salt,1,"['give', 'watermelon', 'citron', 'sea', 'salt']"
tangy spicy sweet oh,1,"['tangi', 'spici', 'sweet', 'oh']"
cat wont go near,-1,"['cat', 'wont', 'go', 'near']"
healthy stuff,1,"['healthi', 'stuff']"
great sweetener,1,"['great', 'sweeten']"
tasty easy,1,"['tasti', 'easi']"
disapointed,-1,['disapoint']
big pods great value delicious decaf coffee,1,"['big', 'pod', 'great', 'valu', 'delici', 'decaf', 'coffe']"
caution poorly balanced nutrition,-1,"['caution', 'poor', 'balanc', 'nutrit']"
poor item packaging,-1,"['poor', 'item', 'packag']"
best coffee ever,1,"['best', 'coffe', 'ever']"
spicy thai,1,"['spici', 'thai']"
first ingredient corn syrup,-1,"['first', 'ingredi', 'corn', 'syrup']"
highly recomended,1,"['high', 'recomend']"
stuffed baked potatoes,1,"['stuf', 'bake', 'potato']"
excellent exactly expected,1,"['excel', 'exact', 'expect']"
popchips best,1,"['popchip', 'best']"
best sour cream onion ive,1,"['best', 'sour', 'cream', 'onion', 'ive']"
dog likes great value,1,"['dog', 'like', 'great', 'valu']"
reeks like chemicals,-1,"['reek', 'like', 'chemic']"
really stuff,1,"['realli', 'stuff']"
much better milk chocolate,1,"['much', 'better', 'milk', 'chocol']"
,-1,[]
stonewall pancake mix,1,"['stonewal', 'pancak', 'mix']"
unsatisfied,-1,['unsatisfi']
great,1,['great']
pudding,1,['pud']
strong flavors,-1,"['strong', 'flavor']"
processed taste,-1,"['process', 'tast']"
none greater,1,"['none', 'greater']"
like countries cadbury,-1,"['like', 'countri', 'cadburi']"
nice pantry,1,"['nice', 'pantri']"
holistic select cat food,1,"['holist', 'select', 'cat', 'food']"
great product,1,"['great', 'product']"
addicted,1,['addict']
nearly killed cats,-1,"['near', 'kill', 'cat']"
horrible dont buy,-1,"['horribl', 'dont', 'buy']"
c h pc h ph r b c k r db r b e c u e,1,"['c', 'h', 'pc', 'h', 'ph', 'r', 'b', 'c', 'k', 'r', 'db', 'r', 'b', 'e', 'c', 'u', 'e']"
yeeeee hawww,1,"['yeeeee', 'hawww']"
baby liked,1,"['babi', 'like']"
excellent flavor mostly large pieces,1,"['excel', 'flavor', 'most', 'larg', 'piec']"
uncle rays barbeque,1,"['uncl', 'ray', 'barbequ']"
far donut shop classics best pods ive tried,1,"['far', 'donut', 'shop', 'classic', 'best', 'pod', 'ive', 'tri']"
crab cakes delight,1,"['crab', 'cake', 'delight']"
great price tangy expected,1,"['great', 'price', 'tangi', 'expect']"
love mueslix,1,"['love', 'mueslix']"
cats love diet food better regular food,1,"['cat', 'love', 'diet', 'food', 'better', 'regular', 'food']"
love reusable containers,1,"['love', 'reusabl', 'contain']"
love popchips,1,"['love', 'popchip']"
omg cookies,1,"['omg', 'cooki']"
wow make slickers,1,"['wow', 'make', 'slicker']"
great mix,1,"['great', 'mix']"
tasting cup joe,1,"['tast', 'cup', 'joe']"
,1,[]
great food,1,"['great', 'food']"
egg allergy,1,"['egg', 'allergi']"
great energy,1,"['great', 'energi']"
delicious extra crunchy,1,"['delici', 'extra', 'crunchi']"
pop crisps,1,"['pop', 'crisp']"
great item,1,"['great', 'item']"
best stuff ever,1,"['best', 'stuff', 'ever']"
wonderful cookies,1,"['wonder', 'cooki']"
one bite youll become chippoisseur,1,"['one', 'bite', 'youll', 'becom', 'chippoisseur']"
buster loves dog food,1,"['buster', 'love', 'dog', 'food']"
great losing weight,1,"['great', 'lose', 'weight']"
horrible,-1,['horribl']
dog loves food,1,"['dog', 'love', 'food']"
white stevia  oz pwdr,1,"['white', 'stevia', 'oz', 'pwdr']"
tons flavor spicy excellent,1,"['ton', 'flavor', 'spici', 'excel']"
twizzlers,1,['twizzler']
perfect cat food older cats,1,"['perfect', 'cat', 'food', 'older', 'cat']"
zippy,1,['zippi']
rich j wyzykoski,1,"['rich', 'j', 'wyzykoski']"
excellent lemon juice,1,"['excel', 'lemon', 'juic']"
much red dye little taste greatlol,-1,"['much', 'red', 'dye', 'littl', 'tast', 'greatlol']"
popchips wonderfully tasty,1,"['popchip', 'wonder', 'tasti']"
best,1,['best']
dont stop carrying,1,"['dont', 'stop', 'carri']"
way better guayaki,1,"['way', 'better', 'guayaki']"
dented cans,-1,"['dent', 'can']"
best tassimos,1,"['best', 'tassimo']"
wouldnt bother,-1,"['wouldnt', 'bother']"
 cents,1,['cent']
great tasting green tea great deal,1,"['great', 'tast', 'green', 'tea', 'great', 'deal']"
odd fake flavor recommended,-1,"['odd', 'fake', 'flavor', 'recommend']"
treat best coffee,1,"['treat', 'best', 'coffe']"
fantastic healthy product,1,"['fantast', 'healthi', 'product']"
great,-1,['great']
great around mix,1,"['great', 'around', 'mix']"
delisious pancakes,1,"['delisi', 'pancak']"
best tasting stevia,1,"['best', 'tast', 'stevia']"
great taste crunchy,1,"['great', 'tast', 'crunchi']"
great customer service,1,"['great', 'custom', 'servic']"
really tasty others little chemical tasting,1,"['realli', 'tasti', 'other', 'littl', 'chemic', 'tast']"
great food,1,"['great', 'food']"
yummy,1,['yummi']
cant detect prickly pear,-1,"['cant', 'detect', 'prick', 'pear']"
buy frosting,-1,"['buy', 'frost']"
delicous,1,['delic']
baking soda bomb,1,"['bake', 'soda', 'bomb']"
keeps basil countercat proof,1,"['keep', 'basil', 'countercat', 'proof']"
yum,1,['yum']
maple syrup,1,"['mapl', 'syrup']"
best stevia,1,"['best', 'stevia']"
unsatisfied,-1,['unsatisfi']
 cans terribly banged dented,-1,"['can', 'terribl', 'bang', 'dent']"
best,1,['best']
dog loves,1,"['dog', 'love']"
loved,1,['love']
choclate,1,['choclat']
overrated,-1,['overr']
tasty hot sauce,1,"['tasti', 'hot', 'sauc']"
 points plus weight watchers,1,"['point', 'plus', 'weight', 'watcher']"
got chest cold nasty cough,-1,"['got', 'chest', 'cold', 'nasti', 'cough']"
,-1,[]
nunaturals nustevia great,1,"['nunatur', 'nustevia', 'great']"
great sauce,1,"['great', 'sauc']"
worth money,1,"['worth', 'money']"
best ever,1,"['best', 'ever']"
thing great,1,"['thing', 'great']"
darn,1,['darn']
eating years,1,"['eat', 'year']"
yoli,1,['yoli']
cat hates,-1,"['cat', 'hate']"
convenient far better instant coffee,1,"['conveni', 'far', 'better', 'instant', 'coffe']"
award winning awesome flavour,1,"['award', 'win', 'awesom', 'flavour']"
perfectly naturally sweet,1,"['perfect', 'natur', 'sweet']"
salt kettle,1,"['salt', 'kettl']"
get store,1,"['get', 'store']"
great kids,1,"['great', 'kid']"
dum dums,1,"['dum', 'dum']"
love pop,1,"['love', 'pop']"
favorite ramen,1,"['favorit', 'ramen']"
also look packets,1,"['also', 'look', 'packet']"
make dog happy,1,"['make', 'dog', 'happi']"
hard find locally,1,"['hard', 'find', 'local']"
low carb alternative gatorade,1,"['low', 'carb', 'altern', 'gatorad']"
great deal,1,"['great', 'deal']"
health food china doubtful,-1,"['health', 'food', 'china', 'doubt']"
oatmeal im second bag,1,"['oatmeal', 'im', 'second', 'bag']"
impossible find,1,"['imposs', 'find']"
vintage tasting coffee,1,"['vintag', 'tast', 'coffe']"
tea bad bag,1,"['tea', 'bad', 'bag']"
delicious,1,['delici']
favorite kettle flavor great value,1,"['favorit', 'kettl', 'flavor', 'great', 'valu']"
quick arrival great basket,1,"['quick', 'arriv', 'great', 'basket']"
rudolph gingerbread house,1,"['rudolph', 'gingerbread', 'hous']"
smells like heaven,1,"['smell', 'like', 'heaven']"
def buy,1,"['def', 'buy']"
rosey,-1,['rosey']
delicious waffles,1,"['delici', 'waffl']"
nice strength maybe much vanilla,1,"['nice', 'strength', 'mayb', 'much', 'vanilla']"
margherita pizza,1,"['margherita', 'pizza']"
tastes awesome looks beautiful,1,"['tast', 'awesom', 'look', 'beauti']"
pretty could better,1,"['pretti', 'could', 'better']"
awful barely describe,-1,"['aw', 'bare', 'describ']"
food,1,['food']
altoids smalls,-1,"['altoid', 'small']"
spray garlic,1,"['spray', 'garlic']"
short sweet,1,"['short', 'sweet']"
son like,-1,"['son', 'like']"
great taste honestly goes inside read,-1,"['great', 'tast', 'honest', 'goe', 'insid', 'read']"
delicious,1,['delici']
pop rock,1,"['pop', 'rock']"
addictive,1,['addict']
altoids smallswintergreen,1,"['altoid', 'smallswintergreen']"
best friend treats,1,"['best', 'friend', 'treat']"
disappointing,-1,['disappoint']
yum,1,['yum']
yummy,1,['yummi']
idea diet food,1,"['idea', 'diet', 'food']"
satisfying,1,['satisfi']
olive juice,-1,"['oliv', 'juic']"
love stonewall kitchen,1,"['love', 'stonewal', 'kitchen']"
kettle,-1,['kettl']
ham base,1,"['ham', 'base']"
k cups come packages,-1,"['k', 'cup', 'come', 'packag']"
best anywhere,1,"['best', 'anywher']"
convenient,1,['conveni']
false advertising,-1,"['fals', 'advertis']"
excellent,1,['excel']
delicious tea,1,"['delici', 'tea']"
excellent choice belgian waffles,1,"['excel', 'choic', 'belgian', 'waffl']"
taste,-1,['tast']
expensive worth,1,"['expens', 'worth']"
yummy,1,['yummi']
doesnt taste,-1,"['doesnt', 'tast']"
perkerupper,1,['perkerupp']
healthy love,1,"['healthi', 'love']"
one favoritte foods,1,"['one', 'favoritt', 'food']"
delicious,1,['delici']
really gluten free,1,"['realli', 'gluten', 'free']"
chocolate go wrong,1,"['chocol', 'go', 'wrong']"
great taste less sodium,1,"['great', 'tast', 'le', 'sodium']"
candy tree organic cherry bites,1,"['candi', 'tree', 'organ', 'cherri', 'bite']"
yummy,1,['yummi']
thats spicy,1,"['that', 'spici']"
snacker,1,['snacker']
excellent,1,['excel']
bigger brands,1,"['bigger', 'brand']"
caramel flavor excellent baking toppings tips using agave,1,"['caramel', 'flavor', 'excel', 'bake', 'top', 'tip', 'use', 'agav']"
sweet stuff,1,"['sweet', 'stuff']"
favorite breakfast choice,1,"['favorit', 'breakfast', 'choic']"
lightly salted heavily delicious,1,"['light', 'salt', 'heavili', 'delici']"
dog loves,1,"['dog', 'love']"
meh,-1,['meh']
great crunch solution,1,"['great', 'crunch', 'solut']"
damaged cans,-1,"['damag', 'can']"
didnt receive ordered,1,"['didnt', 'receiv', 'order']"
excellent product,1,"['excel', 'product']"
plockys rice beans tortilla,1,"['plocki', 'rice', 'bean', 'tortilla']"
mints awesome,1,"['mint', 'awesom']"
best tea ever,1,"['best', 'tea', 'ever']"
pop rule,1,"['pop', 'rule']"
love stuff,1,"['love', 'stuff']"
ideal breakfast,1,"['ideal', 'breakfast']"
favorite energy shot natural,1,"['favorit', 'energi', 'shot', 'natur']"
dont bother,-1,"['dont', 'bother']"
quality dog food delivered door,1,"['qualiti', 'dog', 'food', 'deliv', 'door']"
cats love,1,"['cat', 'love']"
great taste,1,"['great', 'tast']"
gourmet powerful salt vinegar,1,"['gourmet', 'power', 'salt', 'vinegar']"
antioxidant smoothie,1,"['antioxid', 'smoothi']"
dop really,-1,"['dop', 'realli']"
great product,1,"['great', 'product']"
best cheetos,1,"['best', 'cheeto']"
better packaging,1,"['better', 'packag']"
sons favorite dinner,1,"['son', 'favorit', 'dinner']"
caf taste either,-1,"['caf', 'tast', 'either']"
wonderful tasty taffy,1,"['wonder', 'tasti', 'taffi']"
great stuff,1,"['great', 'stuff']"
deliciously scrumptious,1,"['delici', 'scrumptious']"
enjoyable green tea,1,"['enjoy', 'green', 'tea']"
better taste expected,1,"['better', 'tast', 'expect']"
didnt like,-1,"['didnt', 'like']"
au gratin potatoes,1,"['au', 'gratin', 'potato']"
,1,[]
wow great deal lovelove love it,1,"['wow', 'great', 'deal', 'lovelov', 'love', 'it']"
great gluten free quick fix meal,1,"['great', 'gluten', 'free', 'quick', 'fix', 'meal']"
potent,1,['potent']
great product real garlic juice,1,"['great', 'product', 'real', 'garlic', 'juic']"
cats fans new food,-1,"['cat', 'fan', 'new', 'food']"
love love love,1,"['love', 'love', 'love']"
little mint,1,"['littl', 'mint']"
tasty,1,['tasti']
poor quality product,-1,"['poor', 'qualiti', 'product']"
great teething,1,"['great', 'teeth']"
great snack,1,"['great', 'snack']"
order,1,['order']
formula terrible,-1,"['formula', 'terribl']"
awesome,1,['awesom']
non gmo,1,"['non', 'gmo']"
popchips satisfy salt crunch craving,1,"['popchip', 'satisfi', 'salt', 'crunch', 'crave']"
flour glutenfree baking,1,"['flour', 'glutenfre', 'bake']"
non alcoholic,1,"['non', 'alcohol']"
favorite cereal,1,"['favorit', 'cereal']"
made michigan since ,1,"['made', 'michigan', 'sinc']"
way try different flavors,1,"['way', 'tri', 'differ', 'flavor']"
delicious even dont enjoy healthy food,1,"['delici', 'even', 'dont', 'enjoy', 'healthi', 'food']"
crushed leaves,-1,"['crush', 'leav']"
twizzlers strawberry,1,"['twizzler', 'strawberri']"
great deal,1,"['great', 'deal']"
organic yummy ask,1,"['organ', 'yummi', 'ask']"
awesome sugar,1,"['awesom', 'sugar']"
equidorian ojio arriba carillo raw oranic cacao,1,"['equidorian', 'ojio', 'arriba', 'carillo', 'raw', 'oran', 'cacao']"
best waffle mix life,1,"['best', 'waffl', 'mix', 'life']"
franchs best,1,"['franch', 'best']"
best ive ever,1,"['best', 'ive', 'ever']"
one twice came broken,-1,"['one', 'twice', 'came', 'broken']"
next best thing fresh tomatoes,1,"['next', 'best', 'thing', 'fresh', 'tomato']"
excellent green tea,1,"['excel', 'green', 'tea']"
sooo,1,['sooo']
happy dogs,1,"['happi', 'dog']"
candy,1,['candi']
love love love,1,"['love', 'love', 'love']"
bags damaged holes stains,-1,"['bag', 'damag', 'hole', 'stain']"
great caramels,1,"['great', 'caramel']"
price product,1,"['price', 'product']"
different taste made uk made india version,-1,"['differ', 'tast', 'made', 'uk', 'made', 'india', 'version']"
taste thai,1,"['tast', 'thai']"
teeny tiny little treats healthy reward following commands,1,"['teeni', 'tini', 'littl', 'treat', 'healthi', 'reward', 'follow', 'command']"
yummy popchips,1,"['yummi', 'popchip']"
babys favorite dinner,1,"['babi', 'favorit', 'dinner']"
yowzah,1,['yowzah']
dogs love treat,1,"['dog', 'love', 'treat']"
flavor runny though,1,"['flavor', 'runni', 'though']"
hard control quantity,-1,"['hard', 'control', 'quantiti']"
pucker,1,['pucker']
organic tasty,1,"['organ', 'tasti']"
disappointed,-1,['disappoint']
great healthy hot greattasting vegan meal go,1,"['great', 'healthi', 'hot', 'greattast', 'vegan', 'meal', 'go']"
one bite youll become chippoisseur,1,"['one', 'bite', 'youll', 'becom', 'chippoisseur']"
twizzlers,1,['twizzler']
yummy,1,['yummi']
foodgreat,1,['foodgreat']
love variety pack,1,"['love', 'varieti', 'pack']"
delicious easy,1,"['delici', 'easi']"
didnt taste,-1,"['didnt', 'tast']"
popchips flavor variety pack,1,"['popchip', 'flavor', 'varieti', 'pack']"
ferret loves,1,"['ferret', 'love']"
delicate asian salad dressing,1,"['delic', 'asian', 'salad', 'dress']"
love kettle,1,"['love', 'kettl']"
stale product,-1,"['stale', 'product']"
best ive,1,"['best', 'ive']"
yummy small,1,"['yummi', 'small']"
great strong flavor,1,"['great', 'strong', 'flavor']"
healthy sweetener,1,"['healthi', 'sweeten']"
hot delicious,1,"['hot', 'delici']"
cheaper ingredients lowered quality,-1,"['cheaper', 'ingredi', 'lower', 'qualiti']"
shining star,1,"['shine', 'star']"
dirty martini olive juice,1,"['dirti', 'martini', 'oliv', 'juic']"
cute item expired,-1,"['cute', 'item', 'expir']"
best stevia product ive found,1,"['best', 'stevia', 'product', 'ive', 'found']"
wrong flavor got country bbq instead chili chipotle,-1,"['wrong', 'flavor', 'got', 'countri', 'bbq', 'instead', 'chili', 'chipotl']"
delicious pricey,1,"['delici', 'pricey']"
popchips,1,['popchip']
excellent  thumbs,1,"['excel', 'thumb']"
asparagus bliss,1,"['asparagus', 'bliss']"
love em big fat belly,1,"['love', 'em', 'big', 'fat', 'belli']"
mild sweet salty blend,1,"['mild', 'sweet', 'salti', 'blend']"
love,1,['love']
maximum rave power,1,"['maximum', 'rave', 'power']"
perfect mix eggallergic,1,"['perfect', 'mix', 'eggallerg']"
great value,1,"['great', 'valu']"
,-1,[]
mcclures bloody mary mix,1,"['mcclure', 'bloodi', 'mari', 'mix']"
best wafers,1,"['best', 'wafer']"
pop tops,1,"['pop', 'top']"
mueslix cereal,1,"['mueslix', 'cereal']"
perfect espresso,1,"['perfect', 'espresso']"
great,1,['great']
supreme salt vinegar,1,"['suprem', 'salt', 'vinegar']"
great place start,1,"['great', 'place', 'start']"
potato,-1,['potato']
cat digs,1,"['cat', 'dig']"
glutenfree bliss,1,"['glutenfre', 'bliss']"
yum,1,['yum']
pasta lovers dream,1,"['pasta', 'lover', 'dream']"
,-1,[]
great glutenfree lifestyle,1,"['great', 'glutenfre', 'lifestyl']"
happy surprise,1,"['happi', 'surpris']"
wonderful gravy,1,"['wonder', 'gravi']"
alive aware organic raw cacao powder,1,"['aliv', 'awar', 'organ', 'raw', 'cacao', 'powder']"
surprise  different,-1,"['surpris', 'differ']"
great taffy,1,"['great', 'taffi']"
best tasting,1,"['best', 'tast']"
bland,-1,['bland']
new formulation ,-1,"['new', 'formul']"
tastes fresh,1,"['tast', 'fresh']"
thick creamy nice flavor,1,"['thick', 'creami', 'nice', 'flavor']"
worst caviar ever,-1,"['worst', 'caviar', 'ever']"
great product,1,"['great', 'product']"
dog treats,-1,"['dog', 'treat']"
way salty,1,"['way', 'salti']"
omaha apple tartlets,1,"['omaha', 'appl', 'tartlet']"
close nd original hard candy,1,"['close', 'nd', 'origin', 'hard', 'candi']"
cant take smell,1,"['cant', 'take', 'smell']"
excellent fluffy pancakes,1,"['excel', 'fluffi', 'pancak']"
treat day,1,"['treat', 'day']"
,-1,[]
popchips r hella,1,"['popchip', 'r', 'hella']"
terrible flavor,-1,"['terribl', 'flavor']"
buy elsewhere,1,"['buy', 'elsewher']"
great eating whole foods clean veggie brush,1,"['great', 'eat', 'whole', 'food', 'clean', 'veggi', 'brush']"
popchips rule,1,"['popchip', 'rule']"
healthy yum,1,"['healthi', 'yum']"
best around hot sauce,1,"['best', 'around', 'hot', 'sauc']"
great product bitter taste wont spike insulin,1,"['great', 'product', 'bitter', 'tast', 'wont', 'spike', 'insulin']"
wifes favorite breakfast,1,"['wife', 'favorit', 'breakfast']"
great alternative regular potato,1,"['great', 'altern', 'regular', 'potato']"
taste great,1,"['tast', 'great']"
great dog food,1,"['great', 'dog', 'food']"
impressed,-1,['impress']
fantastic product,1,"['fantast', 'product']"
great,1,['great']
best babka,1,"['best', 'babka']"
 drain,-1,['drain']
deeeeelicious,1,['deeeeelici']
fabulous product,1,"['fabul', 'product']"
one best flavors,1,"['one', 'best', 'flavor']"
delicious,1,['delici']
tasty quick meal,1,"['tasti', 'quick', 'meal']"
hot flavorful,1,"['hot', 'flavor']"
buy,1,['buy']
kids ate,1,"['kid', 'ate']"
grow,1,['grow']
nice fresh,1,"['nice', 'fresh']"
tasty fruit,1,"['tasti', 'fruit']"
taste neutral quantity deceitful,-1,"['tast', 'neutral', 'quantiti', 'deceit']"
taste,-1,['tast']
delicious tea,1,"['delici', 'tea']"
quantity,-1,['quantiti']
originally ordered boo amazon,-1,"['origin', 'order', 'boo', 'amazon']"
loves,1,['love']
amazing,1,['amaz']
